,custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
175,2WCFBU,0,2010-08-25,2011-10-25 00:00:00,2011-11-15 00:00:00,27,62.96296296,0.0,72.78,0.19047619,0,0,0,Wednesday,DEL
176,BWVPGQ,1,2010-09-20,2011-04-17 00:00:00,2011-04-17 00:00:00,46,4.347826087,2.173913043,103.83,0.0,1,0,0,Tuesday,DEL
177,X3299E,1,2010-08-12,2011-01-07 00:00:00,2013-11-05 00:00:00,48,10.41666667,8.333333333,132.43,0.052274927,1,0,0,Tuesday,DEL
178,KJ8J2C,0,2011-04-12,2011-04-12 00:00:00,2011-04-12 00:00:00,0,0.0,0.0,63.9,0.0,0,0,0,Tuesday,DEL
179,BJAPV3,0,2011-01-24,2011-03-20 00:00:00,2013-09-26 00:00:00,0,0.0,0.0,53.85,0.060803474,1,0,0,Friday,DEL
180,,0,,,,14,100.0,21.42857143,60.97,0.0,1,1,0,Tuesday,BOM
181,VJYRQ8,0,2009-06-26,2010-01-21 00:00:00,2010-07-20 00:00:00,0,0.0,0.0,48.81,0.244444444,0,0,0,Thursday,DEL
182,3ETY2H,0,2011-03-06,2011-03-10 00:00:00,2011-03-10 00:00:00,0,0.0,0.0,67.94,0.0,0,0,0,Thursday,BOM
183,BSC6KU,1,2009-12-17,2011-05-16 00:00:00,2012-09-03 00:00:00,45,0.0,0.0,71.56,0.004201681,0,0,0,Tuesday,DEL
184,ABHHAT,0,2010-11-17,2010-11-17 00:00:00,2010-11-17 00:00:00,0,0.0,0.0,49.83,0.0,0,0,0,Friday,DEL
185,RH5VGB,1,2010-10-21,2011-03-25 00:00:00,2012-03-30 00:00:00,18,0.0,0.0,40.97,0.016172507,0,0,0,Friday,BOM
186,ER99UJ,1,2010-09-02,2010-11-07 00:00:00,2013-10-21 00:00:00,53,3.773584906,1.886792453,85.39,0.014828545,0,0,0,Monday,DEL
187,86SLAH,1,2010-08-27,2011-11-15 00:00:00,2011-11-15 00:00:00,38,39.47368421,15.78947368,52.15,0.0,0,0,0,Thursday,BOM
188,TJJPG,1,2011-04-24,2011-05-04 00:00:00,2013-06-26 00:00:00,31,100.0,19.35483871,103.97,0.047193878,1,0,0,Thursday,DEL
189,GCXDYV,0,2011-01-23,2011-03-29 00:00:00,2011-05-16 00:00:00,0,0.0,0.0,35.82,0.333333333,0,0,0,Tuesday,BOM
190,8REF6A,0,2010-09-02,2010-09-15 00:00:00,2010-10-13 00:00:00,0,0.0,0.0,33.81,0.178571429,0,0,0,Thursday,BOM
191,JD489B,1,2011-01-25,2011-02-01 00:00:00,2011-02-01 00:00:00,36,58.33333333,0.0,30.36,0.0,0,0,0,Wednesday,BOM
192,Y6C6NW,1,2010-09-18,2010-09-20 00:00:00,2012-08-24 00:00:00,32,93.75,0.0,74.45,0.009943182,0,0,0,Monday,DEL
193,UDKBWA,1,2011-03-06,2011-04-06 00:00:00,2014-01-19 00:00:00,60,30.0,8.333333333,147.77,0.122669284,0,0,1,Friday,BOM
194,Z3M84Z,0,2008-07-21,2008-08-19 00:00:00,2009-04-07 00:00:00,0,0.0,0.0,16.09,0.034632035,0,0,0,Tuesday,DEL
195,JJH6BE,0,2009-11-24,2010-10-22 00:00:00,2014-01-13 00:00:00,13,100.0,46.15384615,74.59,0.039864292,1,1,0,Friday,DEL
196,FEUEP6,1,2010-08-22,2010-08-22 00:00:00,2013-06-17 00:00:00,47,4.255319149,4.255319149,48.01,0.006796117,0,0,0,Monday,DEL
197,CGUZKY,1,2010-09-01,2011-05-01 00:00:00,2013-06-17 00:00:00,48,2.083333333,0.0,228.24,0.075835476,0,0,0,Monday,DEL
198,S6MWEQ,1,2010-03-23,2010-04-27 00:00:00,2013-11-06 00:00:00,48,16.66666667,10.41666667,49.81,0.010861133,0,0,0,Friday,DEL
199,646VZ8,1,2011-02-24,2011-04-24 00:00:00,2011-04-30 00:00:00,16,0.0,0.0,79.25,0.333333333,0,0,0,Monday,DEL
200,BCERB3,1,2009-12-27,2010-03-05 00:00:00,2011-07-13 00:00:00,45,8.888888889,2.222222222,50.49,0.074747475,0,0,0,Friday,DEL
201,3EEP8A,1,2011-02-03,2011-02-10 00:00:00,2011-05-22 00:00:00,16,0.0,0.0,51.31,0.01980198,0,0,0,Wednesday,BOM
202,3F2G9G,1,2011-02-14,2011-02-14 00:00:00,2011-02-14 00:00:00,45,0.0,0.0,41.81,0.0,0,0,0,Monday,DEL
203,2Z2YX3,1,2010-10-27,2010-11-15 00:00:00,2014-01-16 00:00:00,47,31.91489362,4.255319149,34.51,0.008635579,0,0,0,Wednesday,BOM
204,SHVHNF,1,2009-09-09,2010-03-18 00:00:00,2012-10-25 00:00:00,46,13.04347826,0.0,48.65,0.022058824,0,0,0,Friday,DEL
205,ESAZ2K,0,2011-03-06,2011-04-29 00:00:00,2012-09-08 00:00:00,0,0.0,0.0,59.7,0.108433735,1,0,0,Monday,BOM
206,FWCQ9Y,1,2009-05-06,2011-02-22 00:00:00,2013-11-05 00:00:00,44,45.45454545,11.36363636,54.35,0.051671733,0,0,0,Tuesday,DEL
207,GZVBPC,1,2010-07-22,2013-09-02 00:00:00,2013-12-30 00:00:00,41,29.26829268,4.87804878,50.46,0.016806723,1,0,0,Tuesday,BOM
208,42D2Z3,1,2010-01-11,2010-01-11 00:00:00,2010-01-11 00:00:00,45,6.666666667,2.222222222,25.93,0.0,0,0,0,Tuesday,DEL
209,4A6UZV,1,2011-01-17,2011-02-01 00:00:00,2011-03-02 00:00:00,16,0.0,0.0,57.74,0.068965517,0,0,0,Wednesday,BOM
210,RLV55D,1,2011-04-08,2011-04-11 00:00:00,2011-04-11 00:00:00,44,6.818181818,0.0,200.24,0.0,0,0,0,Wednesday,BOM
211,TRAJBC,0,2011-05-10,2011-05-23 00:00:00,2011-05-23 00:00:00,14,14.28571429,0.0,49.97,0.0,0,0,0,Monday,DEL
212,6ERUQ9,1,2009-01-05,2009-04-16 00:00:00,2011-06-12 00:00:00,37,70.27027027,0.0,40.66,0.005082592,0,0,0,Thursday,DEL
213,QQNM35,0,2009-12-11,2009-12-21 00:00:00,2013-06-15 00:00:00,0,0.0,0.0,168.93,0.011792453,1,0,0,Monday,DEL
214,K2D4ZQ,0,2010-07-09,2011-07-06 00:00:00,2011-07-06 00:00:00,0,0.0,0.0,50.73,0.0,0,0,0,Wednesday,DEL
215,ZUN4CF,1,2010-10-16,2010-10-16 00:00:00,2013-12-17 00:00:00,52,17.30769231,5.769230769,90.59,0.015544041,1,0,0,Monday,BOM
216,HA7L95,1,2010-09-01,2010-11-23 00:00:00,2013-11-26 00:00:00,51,1.960784314,0.0,63.53,0.020018198,0,0,0,Wednesday,DEL
217,2DHFAA,1,2010-10-24,2011-01-13 00:00:00,2013-10-03 00:00:00,46,0.0,0.0,149.33,0.02917505,1,0,0,Thursday,DEL
218,39CMML,1,2010-11-02,2010-12-26 00:00:00,2011-01-19 00:00:00,42,14.28571429,2.380952381,99.97,0.208333333,0,0,0,Tuesday,DEL
219,6BMRPY,1,2011-01-18,2011-04-05 00:00:00,2013-11-05 00:00:00,47,10.63829787,0.0,115.96,0.037037037,1,0,0,Monday,DEL
220,H4WLGH,0,2011-04-07,2011-04-12 00:00:00,2011-04-12 00:00:00,0,0.0,0.0,27.98,0.0,0,0,0,Friday,BOM
221,NHKUWG,0,2010-09-19,2010-09-26 00:00:00,2010-09-26 00:00:00,0,0.0,0.0,113.96,0.0,0,0,0,Tuesday,DEL
222,FY7APA,1,2011-03-16,2011-04-14 00:00:00,2013-09-19 00:00:00,49,10.20408163,2.040816327,267.6,0.032620922,0,0,0,Thursday,BOM
223,4SHS8Y,1,2011-02-17,2011-02-17 00:00:00,2011-02-17 00:00:00,45,2.222222222,2.222222222,24.22,0.0,0,0,0,Thursday,DEL
224,RXMSBK,1,2011-03-07,2011-03-07 00:00:00,2014-01-15 00:00:00,43,55.81395349,11.62790698,151.39,0.031578947,1,0,0,Friday,BOM
225,GHMBPA,1,2010-12-01,2010-12-19 00:00:00,2014-01-16 00:00:00,49,24.48979592,20.40816327,222.53,0.048042705,0,0,1,Friday,DEL
226,D28LME,1,2010-09-03,2011-02-16 00:00:00,2012-08-29 00:00:00,45,13.33333333,4.444444444,56.34,0.125,1,0,0,Thursday,DEL
227,M8Q4EG,1,2010-09-13,2011-06-14 00:00:00,2014-01-13 00:00:00,40,95.0,60.0,54.08,0.032838983,0,0,0,Tuesday,DEL
228,65G389,0,2011-03-27,2011-03-30 00:00:00,2011-03-30 00:00:00,0,0.0,0.0,124.49,0.0,0,0,0,Thursday,DEL
229,KVJEXA,0,2009-06-18,2010-07-08 00:00:00,2010-07-08 00:00:00,0,0.0,0.0,40.04,0.0,0,0,0,Thursday,DEL
230,8A342G,0,2010-06-03,2010-09-26 00:00:00,2012-05-31 00:00:00,0,0.0,0.0,70.71,0.137030995,1,0,0,Monday,DEL
231,7BB7ZR,1,2011-05-02,2011-05-09 00:00:00,2013-10-13 00:00:00,42,33.33333333,7.142857143,94.99,0.009009009,0,0,0,Wednesday,DEL
232,65EAS4,0,2010-08-18,2010-08-18 00:00:00,2010-08-18 00:00:00,0,0.0,0.0,28.05,0.0,0,0,0,Thursday,DEL
233,3TNEAE,0,2010-02-09,2010-02-09 00:00:00,2011-12-12 00:00:00,0,0.0,0.0,163.06,0.01490313,1,0,0,Tuesday,DEL
234,2H4RC9,1,2011-01-27,2011-03-07 00:00:00,2013-01-17 00:00:00,37,51.35135135,0.0,59.09,0.090909091,0,0,0,Monday,BOM
235,A7364F,1,2010-12-07,2010-12-10 00:00:00,2010-12-10 00:00:00,45,0.0,0.0,52.49,0.0,0,0,0,Tuesday,DEL
236,PBK32R,0,2011-03-11,2011-05-06 00:00:00,2011-08-31 00:00:00,0,0.0,0.0,77.01,0.111111111,1,0,0,Friday,BOM
237,7CBQ2W,1,2010-03-24,2013-09-30 00:00:00,2014-01-06 00:00:00,39,20.51282051,10.25641026,38.04,0.091836735,1,0,0,Wednesday,DEL
238,UNMYM8,1,2010-01-18,2011-03-21 00:00:00,2013-11-03 00:00:00,36,94.44444444,36.11111111,62.29,0.050104384,1,0,0,Monday,DEL
239,82Q7J6,1,2010-02-17,2011-07-21 00:00:00,2011-07-21 00:00:00,44,4.545454545,2.272727273,55.17,0.0,0,0,0,Thursday,DEL
240,GKWDJY,1,2010-08-18,2011-02-08 00:00:00,2012-09-03 00:00:00,46,17.39130435,0.0,77.39,0.013961606,0,0,0,Wednesday,DEL
241,GMNSTA,1,2010-03-01,2010-08-18 00:00:00,2010-12-22 00:00:00,46,6.52173913,0.0,129.75,0.087301587,0,0,0,Friday,DEL
242,Y9VA4R,0,2010-10-27,2010-10-27 00:00:00,2010-10-27 00:00:00,0,0.0,0.0,55.83,0.0,0,0,0,Thursday,DEL
243,9P3HVN,0,2009-07-03,2010-04-30 00:00:00,2010-09-24 00:00:00,0,0.0,0.0,30.48,0.040816327,0,0,0,Friday,DEL
244,5PS3UW,0,2010-06-23,2010-06-23 00:00:00,2010-06-23 00:00:00,0,0.0,0.0,11.85,0.0,0,0,0,Wednesday,DEL
245,TZNPMU,0,2010-05-07,2010-05-11 00:00:00,2010-05-11 00:00:00,0,0.0,0.0,74.48,0.0,0,0,0,Thursday,DEL
246,BYHM8G,0,2011-05-10,2011-06-17 00:00:00,2011-06-17 00:00:00,0,0.0,0.0,25.0,0.0,0,0,0,Friday,DEL
247,EC5ERN,1,2009-04-01,2010-03-11 00:00:00,2010-03-11 00:00:00,47,2.127659574,0.0,38.44,0.0,0,0,0,Friday,DEL
248,K3R5LT,1,2011-01-18,2011-04-19 00:00:00,2013-02-14 00:00:00,37,56.75675676,0.0,127.05,0.073463268,0,0,0,Tuesday,DEL
249,WKEJJN,1,2011-02-28,2011-03-07 00:00:00,2011-03-07 00:00:00,45,6.666666667,0.0,33.74,0.0,0,0,0,Wednesday,DEL
250,7MMQEQ,0,2010-12-02,2011-02-04 00:00:00,2011-02-04 00:00:00,0,0.0,0.0,150.72,0.0,0,0,0,Friday,BOM
251,WVAKEN,1,2010-02-27,2011-03-16 00:00:00,2014-01-13 00:00:00,65,9.230769231,4.615384615,113.24,0.094777563,0,1,1,Tuesday,DEL
252,K5GVT2,0,2010-05-12,2011-03-31 00:00:00,2012-04-11 00:00:00,0,0.0,0.0,148.08,0.055702918,0,0,0,Monday,DEL
253,ZMZ7DK,0,2010-05-05,2010-05-05 00:00:00,2010-05-05 00:00:00,0,0.0,0.0,11.75,0.0,0,0,0,Thursday,DEL
254,Z265R8,1,2011-03-27,2011-08-17 00:00:00,2014-01-15 00:00:00,48,100.0,43.75,79.84,0.068027211,1,1,0,Monday,BOM
255,T2GYG8,1,2011-03-06,2011-07-31 00:00:00,2011-08-14 00:00:00,45,0.0,0.0,97.5,0.142857143,0,0,0,Monday,BOM
256,M8U3QB,0,2010-11-03,2010-11-03 00:00:00,2013-12-09 00:00:00,0,0.0,0.0,58.7,0.011484099,1,0,0,Tuesday,BOM
257,LXRHC4,0,2009-06-04,2009-06-04 00:00:00,2009-06-04 00:00:00,0,0.0,0.0,27.3,0.0,0,0,0,Thursday,DEL
258,LNBRUD,1,2009-12-17,2009-12-28 00:00:00,2009-12-28 00:00:00,16,0.0,0.0,27.59,0.0,0,0,0,Tuesday,DEL
259,XLFBDZ,1,2010-09-12,2012-11-06 00:00:00,2014-01-13 00:00:00,45,15.55555556,2.222222222,102.96,0.069284065,1,0,0,Wednesday,DEL
260,CQ3US7,1,2010-05-07,2010-05-20 00:00:00,2010-05-20 00:00:00,16,0.0,0.0,51.19,0.0,0,0,0,Thursday,DEL
261,JKBYXZ,0,2009-07-28,2010-02-25 00:00:00,2011-11-11 00:00:00,0,0.0,0.0,71.47,0.041666667,0,0,0,Friday,DEL
262,EGDX6M,0,2011-02-28,2011-03-01 00:00:00,2011-03-01 00:00:00,0,0.0,0.0,50.56,0.0,0,0,0,Wednesday,BOM
263,EN4MUH,1,2010-06-17,2010-09-23 00:00:00,2014-01-05 00:00:00,40,75.0,17.5,107.77,0.086666667,1,0,0,Friday,DEL
264,Z7ZY9P,1,2011-04-03,2011-04-21 00:00:00,2011-06-20 00:00:00,45,2.222222222,0.0,72.44,0.05,0,0,0,Monday,BOM
265,ERXWY7,0,2009-10-28,2009-11-04 00:00:00,2009-11-18 00:00:00,0,0.0,0.0,40.64,0.142857143,0,0,0,Thursday,DEL
266,FA9CFV,0,2010-11-06,2011-03-31 00:00:00,2013-05-30 00:00:00,0,0.0,0.0,148.35,0.064475348,1,0,0,Monday,DEL
267,TGP5A2,0,2010-11-18,2011-01-22 00:00:00,2012-11-11 00:00:00,0,0.0,0.0,64.2,0.007587253,0,0,0,Wednesday,DEL
268,FMY3SW,1,2010-04-21,2010-05-09 00:00:00,2013-11-05 00:00:00,49,4.081632653,2.040816327,81.08,0.011755486,0,0,0,Monday,DEL
269,SHU2VD,1,2010-11-30,2010-12-08 00:00:00,2010-12-08 00:00:00,16,0.0,0.0,15.21,0.0,0,0,0,Thursday,BOM
270,H627V9,0,2010-11-16,2010-11-16 00:00:00,2010-11-16 00:00:00,0,0.0,0.0,4.49,0.0,0,0,0,Monday,BOM
271,WFUZ8U,0,2009-12-03,2011-03-08 00:00:00,2011-09-27 00:00:00,0,0.0,0.0,43.8,0.014778325,0,0,0,Friday,DEL
272,7W8BMP,1,2010-02-06,2011-03-06 00:00:00,2012-11-04 00:00:00,43,30.23255814,4.651162791,74.38,0.009852217,0,0,0,Monday,DEL
273,QM49AX,0,2009-11-11,2009-11-11 00:00:00,2009-11-11 00:00:00,0,0.0,0.0,55.69,0.0,0,0,0,Friday,DEL
274,JYRLK2,0,2010-10-20,2010-10-26 00:00:00,2013-10-16 00:00:00,0,0.0,0.0,71.65,0.011970534,0,0,0,Thursday,DEL
275,9UK7YJ,1,2011-03-07,2011-03-13 00:00:00,2013-11-06 00:00:00,48,16.66666667,0.0,70.13,0.009287926,0,0,0,Monday,DEL
276,NRB8K8,0,2009-11-30,2009-11-30 00:00:00,2009-11-30 00:00:00,0,0.0,0.0,29.59,0.0,0,0,0,Monday,DEL
277,US5RN,0,2011-05-03,2011-05-08 00:00:00,2013-02-02 00:00:00,0,0.0,0.0,46.69,0.017295597,0,0,0,Wednesday,BOM
278,4RAFVU,1,2010-04-18,2011-03-04 00:00:00,2012-02-01 00:00:00,18,0.0,0.0,67.82,0.02994012,0,0,0,Friday,DEL
279,GM44U,1,2011-05-02,2012-05-19 00:00:00,2014-01-04 00:00:00,44,59.09090909,29.54545455,57.22,0.033613445,1,0,0,Tuesday,DEL
280,3KYBN3,1,2009-09-10,2010-04-08 00:00:00,2014-01-19 00:00:00,53,15.09433962,3.773584906,119.3,0.075253256,0,0,0,Monday,DEL
281,ETK8AW,1,2011-04-04,2011-07-12 00:00:00,2011-07-12 00:00:00,44,4.545454545,0.0,55.93,0.0,0,0,0,Friday,DEL
282,8QBYR7,1,2009-12-04,2012-12-18 00:00:00,2012-12-18 00:00:00,45,0.0,0.0,72.81,0.0,0,0,0,Wednesday,DEL
283,8Z7CKG,0,2010-11-13,2010-12-11 00:00:00,2010-12-11 00:00:00,0,0.0,0.0,48.47,0.0,0,0,0,Monday,DEL
284,Q25K8R,1,2010-12-06,2010-12-28 00:00:00,2010-12-28 00:00:00,16,0.0,0.0,148.13,0.0,0,0,0,Tuesday,BOM
285,UZNQDU,0,2010-03-23,2010-03-23 00:00:00,2010-04-18 00:00:00,0,0.0,0.0,70.84,0.076923077,0,0,0,Tuesday,DEL
286,FPHN67,1,2010-09-11,2010-11-12 00:00:00,2012-01-31 00:00:00,46,15.2173913,13.04347826,111.22,0.017977528,1,0,0,Friday,BOM
287,FYHVE7,0,2010-10-11,2011-03-15 00:00:00,2012-05-04 00:00:00,0,0.0,0.0,27.57,0.043269231,1,0,0,Friday,DEL
288,SCXMXZ,0,2011-02-01,2011-03-17 00:00:00,2013-09-10 00:00:00,0,0.0,0.0,26.32,0.012114537,0,0,0,Thursday,BOM
289,DWPL92,0,2009-06-24,2010-09-27 00:00:00,2011-06-23 00:00:00,0,0.0,0.0,79.75,0.018587361,0,0,0,Monday,DEL
290,UWY3KK,0,2010-04-17,2010-04-17 00:00:00,2010-04-17 00:00:00,0,0.0,0.0,72.54,0.0,0,0,0,Monday,DEL
291,UFLLRP,0,2010-01-04,2010-01-04 00:00:00,2011-10-24 00:00:00,0,0.0,0.0,64.82,0.027355623,0,0,0,Friday,DEL
292,MEP6FK,1,2010-05-10,2010-05-17 00:00:00,2010-08-29 00:00:00,18,0.0,0.0,43.61,0.038461538,0,0,0,Tuesday,DEL
293,WVJJ44,1,2010-11-14,2011-03-24 00:00:00,2013-12-29 00:00:00,52,17.30769231,3.846153846,71.13,0.033630069,0,0,0,Thursday,BOM
294,C3KMVW,1,2011-02-26,2011-05-16 00:00:00,2011-06-12 00:00:00,36,16.66666667,5.555555556,56.77,0.074074074,0,0,0,Tuesday,BOM
295,8PXJ72,1,2011-03-26,2011-04-13 00:00:00,2011-05-25 00:00:00,47,0.0,0.0,70.79,0.095238095,0,0,0,Wednesday,BOM
296,L2ZNN,1,2011-05-02,2011-05-17 00:00:00,2011-06-20 00:00:00,16,0.0,0.0,40.94,0.088235294,0,0,0,Tuesday,DEL
297,5JR3AY,1,2011-03-06,2011-04-13 00:00:00,2011-08-11 00:00:00,46,17.39130435,6.52173913,82.32,0.041666667,0,0,0,Friday,BOM
298,TWKFUR,0,2010-09-10,2011-07-18 00:00:00,2012-07-23 00:00:00,0,0.0,0.0,72.2,0.005390836,0,0,0,Wednesday,DEL
299,4PNN56,1,2011-02-18,2012-05-29 00:00:00,2013-06-19 00:00:00,44,40.90909091,4.545454545,89.79,0.015544041,0,0,0,Thursday,DEL
300,4F3BT2,0,2010-01-03,2010-03-28 00:00:00,2010-04-19 00:00:00,0,0.0,0.0,28.62,0.090909091,0,0,0,Monday,DEL
301,RXKZVE,0,2010-08-31,2010-11-04 00:00:00,2010-11-04 00:00:00,0,0.0,0.0,91.63,0.0,0,0,0,Thursday,DEL
302,PPDTZE,0,2009-09-01,2009-09-01 00:00:00,2010-01-29 00:00:00,0,0.0,0.0,52.38,0.013333333,0,0,0,Thursday,DEL
303,NX7HYA,1,2010-12-07,2011-02-25 00:00:00,2012-04-30 00:00:00,45,13.33333333,2.222222222,34.95,0.095348837,1,0,0,Tuesday,DEL
304,9XVFJJ,0,2010-08-30,2012-12-15 00:00:00,2013-12-18 00:00:00,3,0.0,0.0,99.89,0.008152174,0,0,0,Wednesday,DEL
305,FB4PJW,0,2009-09-11,2009-12-17 00:00:00,2009-12-17 00:00:00,0,0.0,0.0,121.61,0.0,0,0,0,Friday,DEL
306,QL9PSC,1,2010-08-31,2010-11-03 00:00:00,2010-11-03 00:00:00,47,0.0,0.0,125.92,0.0,0,0,0,Thursday,DEL
307,DWGB2Q,0,2010-09-14,2010-09-16 00:00:00,2010-09-16 00:00:00,0,0.0,0.0,14.96,0.0,0,0,0,Thursday,DEL
308,STQ4SH,1,2011-05-08,2011-05-08 00:00:00,2011-05-08 00:00:00,42,16.66666667,7.142857143,50.8,0.0,1,0,0,Friday,BOM
309,N4VBT7,0,2009-08-05,2009-09-16 00:00:00,2010-07-05 00:00:00,0,0.0,0.0,129.44,0.150684932,0,0,0,Tuesday,DEL
310,W3VPAX,1,2010-11-08,2011-01-16 00:00:00,2013-11-17 00:00:00,53,16.98113208,1.886792453,67.59,0.055984556,0,0,0,Monday,DEL
311,R6QJPU,1,2008-08-28,2009-04-20 00:00:00,2014-01-19 00:00:00,87,24.13793103,0.0,223.44,0.132564841,1,1,1,Monday,DEL
312,7ZCEQN,1,2009-10-22,2010-06-28 00:00:00,2012-04-02 00:00:00,47,6.382978723,4.255319149,81.71,0.007763975,0,0,0,Monday,DEL
313,YL47UD,1,2010-02-03,2010-12-29 00:00:00,2014-01-09 00:00:00,44,77.27272727,6.818181818,185.46,0.077687444,1,0,1,Monday,DEL
314,KCASF,1,2011-04-25,2011-05-02 00:00:00,2013-11-20 00:00:00,51,9.803921569,0.0,115.79,0.009646302,0,0,0,Tuesday,BOM
315,ZM5BDS,1,2010-02-13,2010-04-05 00:00:00,2010-08-30 00:00:00,41,31.70731707,2.43902439,20.82,0.054421769,0,0,0,Monday,DEL
316,DJ2QXR,1,2010-09-23,2010-10-07 00:00:00,2013-11-04 00:00:00,41,63.41463415,9.756097561,33.07,0.006227758,0,0,0,Friday,DEL
317,2BQXSC,1,2010-02-09,2010-04-13 00:00:00,2010-04-27 00:00:00,18,0.0,0.0,52.06,0.357142857,0,0,0,Wednesday,DEL
318,AMT8MV,1,2010-09-01,2012-02-14 00:00:00,2012-02-14 00:00:00,16,0.0,0.0,98.3,0.0,0,0,0,Wednesday,DEL
319,CXPLJB,1,2010-08-05,2010-08-23 00:00:00,2014-01-19 00:00:00,49,65.30612245,0.0,59.31,0.047389558,1,0,0,Tuesday,BOM
320,VUR4L4,1,2008-08-14,2008-08-14 00:00:00,2008-08-14 00:00:00,41,34.14634146,4.87804878,19.68,0.0,0,0,0,Thursday,DEL
321,QDG9MY,1,2010-05-03,2010-10-17 00:00:00,2014-01-02 00:00:00,37,72.97297297,8.108108108,106.23,0.05200341,1,0,0,Monday,DEL
322,CHJN4U,1,2010-11-06,2010-11-11 00:00:00,2013-04-28 00:00:00,45,8.888888889,2.222222222,55.26,0.014460512,0,0,0,Friday,DEL
323,AZ8E27,0,2010-08-28,2013-04-15 00:00:00,2013-06-17 00:00:00,0,0.0,0.0,73.72,0.095238095,0,0,0,Tuesday,DEL
324,Z54GNQ,1,2010-06-17,2011-03-08 00:00:00,2013-09-22 00:00:00,40,35.0,10.0,62.32,0.032292788,0,0,0,Wednesday,DEL
325,9HMVH7,0,2008-12-13,2008-12-13 00:00:00,2008-12-13 00:00:00,0,0.0,0.0,11.25,0.0,0,0,0,Wednesday,DEL
326,JYBHXW,0,2010-01-10,2010-09-07 00:00:00,2012-03-21 00:00:00,0,0.0,0.0,59.25,0.017825312,0,0,0,Monday,DEL
327,C9V4MT,1,2011-01-29,2011-03-21 00:00:00,2011-05-20 00:00:00,18,0.0,0.0,48.22,0.25,0,0,0,Friday,DEL
328,88JEZ2,1,2011-04-19,2011-09-27 00:00:00,2012-04-09 00:00:00,29,100.0,0.0,50.35,0.015384615,1,0,0,Tuesday,DEL
329,FB3GAM,1,2010-09-30,2011-10-12 00:00:00,2013-11-03 00:00:00,40,57.5,7.5,90.62,0.009296149,1,0,0,Wednesday,DEL
330,XZSUKT,1,2010-08-30,2010-08-31 00:00:00,2010-08-31 00:00:00,43,11.62790698,0.0,83.03,0.0,0,0,0,Tuesday,BOM
331,NY4TW3,0,2009-11-03,2009-11-04 00:00:00,2009-11-04 00:00:00,0,0.0,0.0,91.1,0.0,0,0,0,Wednesday,DEL
332,JS4MBC,1,2010-10-06,2010-10-07 00:00:00,2010-10-07 00:00:00,37,64.86486486,8.108108108,144.31,0.0,0,0,0,Thursday,DEL
333,99TK9F,1,2010-06-24,2011-02-08 00:00:00,2013-10-28 00:00:00,38,52.63157895,21.05263158,73.52,0.027190332,0,0,0,Tuesday,DEL
334,5YZ4UZ,1,2011-03-22,2011-04-06 00:00:00,2012-04-18 00:00:00,46,10.86956522,2.173913043,52.86,0.034391534,0,0,0,Wednesday,BOM
335,XJSFYQ,0,2011-01-06,2011-03-08 00:00:00,2011-03-08 00:00:00,0,0.0,0.0,44.53,0.0,0,0,0,Wednesday,BOM
336,3QR9VM,1,2010-09-07,2010-12-13 00:00:00,2013-06-10 00:00:00,49,8.163265306,4.081632653,40.34,0.081318681,1,0,0,Tuesday,DEL
337,RY25HC,1,2010-07-29,2013-02-17 00:00:00,2014-01-19 00:00:00,52,82.69230769,9.615384615,153.76,0.145833333,1,1,0,Monday,MAA
338,LCTQVP,1,2011-02-22,2011-07-05 00:00:00,2012-11-15 00:00:00,44,9.090909091,2.272727273,84.37,0.006012024,0,0,0,Thursday,BOM
339,VGB2M5,0,2010-11-20,2010-12-07 00:00:00,2012-11-27 00:00:00,0,0.0,0.0,113.27,0.006934813,0,0,0,Tuesday,BOM
340,C35J8F,1,2011-01-08,2011-01-12 00:00:00,2011-11-02 00:00:00,38,39.47368421,0.0,58.94,0.010204082,0,0,0,Wednesday,DEL
341,YYDXWL,1,2010-11-09,2013-10-20 00:00:00,2013-11-11 00:00:00,33,42.42424242,27.27272727,70.92,0.136363636,0,0,0,Tuesday,MAA
342,UTPC2U,0,2010-10-08,2010-10-08 00:00:00,2010-10-08 00:00:00,0,0.0,0.0,31.64,0.0,0,0,0,Thursday,BOM
343,DJREAZ,1,2011-02-06,2011-03-05 00:00:00,2011-08-26 00:00:00,40,32.5,0.0,126.37,0.011494253,0,0,0,Friday,BOM
344,7FE5T7,1,2011-02-28,2012-07-01 00:00:00,2014-01-19 00:00:00,60,36.66666667,1.666666667,112.45,0.088183422,1,0,0,Monday,BOM
345,H3L4LY,0,2010-11-15,2011-11-04 00:00:00,2011-11-04 00:00:00,0,0.0,0.0,66.7,0.0,0,0,0,Friday,BOM
346,Y22C4M,0,2010-12-04,2010-12-06 00:00:00,2010-12-06 00:00:00,0,0.0,0.0,79.47,0.0,0,0,0,Monday,BOM
347,RSGREY,0,2010-04-29,2011-05-05 00:00:00,2012-05-29 00:00:00,0,0.0,0.0,97.24,0.105128205,0,0,0,Wednesday,DEL
348,HB9UA9,1,2010-10-25,2010-12-12 00:00:00,2011-07-11 00:00:00,48,4.166666667,2.083333333,51.34,0.018957346,0,0,0,Wednesday,BOM
349,XSDMCQ,0,2010-03-11,2010-03-23 00:00:00,2010-03-23 00:00:00,0,0.0,0.0,10.59,0.0,0,0,0,Friday,DEL
